App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
Slendrina X,GAME,4.4,12736.0,56.0,1000000.0,Free,0.0,Teen,Yes,No,No
Beck & Bo: Toddler First Words,FAMILY,4.3,41.0,79.0,1000.0,Paid,2.99,Everyone,No,No,No
All Types DP & Status Maker,PHOTOGRAPHY,4.5,16.0,14.0,1000.0,Free,0.0,Teen,Yes,No,No
DV KING,PHOTOGRAPHY,3.0,2.0,93.0,100.0,Free,0.0,Everyone,No,No,No
Train driving simulator,FAMILY,3.8,91645.0,36.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
EMT Study - NREMT Test Prep,MEDICAL,4.3,35.0,0.862,5000.0,Paid,3.99,Everyone,No,No,No
사람인 - 취업도 쉽고 빠르게,BUSINESS,4.5,23033.0,270.0,5000000.0,Free,0.0,Everyone,No,No,Yes
DS note,PRODUCTIVITY,3.9,2046.0,60.0,100000.0,Free,0.0,Everyone,No,No,No
Dog Sim Online: Raise a Family,FAMILY,4.6,94989.0,74.0,5000000.0,Free,0.0,Teen,Yes,Yes,No
Can Knockdown 3,GAME,4.1,312204.0,19.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Captain Tsubasa (Flash Kicker): Dream Team,SPORTS,4.1,179794.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Galaxy Gift,LIFESTYLE,4.4,95557.0,16.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Golfshot Plus: Golf GPS,SPORTS,4.1,3387.0,25.0,50000.0,Paid,29.99,Everyone,Yes,Yes,No
Wheelie Challenge,GAME,4.6,137338.0,51.0,5000000.0,Free,0.0,Everyone,Yes,No,No
ColorNote Notepad Notes,PRODUCTIVITY,4.8,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,No,Yes
FINAL FANTASY XV POCKET EDITION,Others,3.9,21865.0,270.0,1000000.0,Free,0.0,Teen,No,Yes,Yes
World Newspapers,Others,4.4,185884.0,75.0,1000000.0,Free,0.0,Mature 17+,Yes,No,No
Fon WiFi App – WiFi Connect,TOOLS,4.1,222.0,16.0,50000.0,Free,0.0,Everyone,No,Yes,No
Sleep as Android 💤 Sleep cycle smart alarm,LIFESTYLE,4.5,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Meme Generator Free,FAMILY,4.4,303394.0,53.0,10000000.0,Free,0.0,Mature 17+,Yes,No,Yes
紫青雙劍,Others,4.2,26291.0,270.0,500000.0,Free,0.0,Everyone 10+,No,Yes,Yes
To-Do List Widget,PRODUCTIVITY,3.9,7801.0,0.201,1000000.0,Free,0.0,Everyone,No,No,No
Dr. Cares - Amy's Pet Clinic 🐈 🐕,FAMILY,4.5,3580.0,60.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Ei Electronics AudioLINK,TOOLS,3.4,59.0,18.0,10000.0,Free,0.0,Everyone,No,No,No
Fantasy Football & NFL News,SPORTS,4.5,2943.0,81.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
PES CLUB MANAGER,SPORTS,4.1,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
"Maps, GPS Navigation & Directions, Street View",Others,4.2,207440.0,64.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Gunship Battle Total Warfare,Others,4.3,84595.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
Age Calculator,TOOLS,4.4,24265.0,33.0,1000000.0,Free,0.0,Everyone,Yes,No,No
MOD-MASTER for Minecraft PE (Pocket Edition) Free,TOOLS,4.2,271908.0,81.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
"Phogy, 3D Camera",PHOTOGRAPHY,4.0,35724.0,99.0,1000000.0,Free,0.0,Everyone,No,Yes,No
Inwestor mobile,FINANCE,3.2,124.0,72.0,10000.0,Free,0.0,Everyone,No,No,No
라그나로크 택틱스,Others,4.1,6593.0,270.0,100000.0,Free,0.0,Teen,No,Yes,Yes
Battery Calibration,TOOLS,4.4,134412.0,11.0,5000000.0,Free,0.0,Everyone,Yes,No,No
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,58.0,27.0,10000.0,Free,0.0,Everyone,Yes,No,No
Pediatric Nursing,MEDICAL,,14.0,70.0,100.0,Free,0.0,Everyone,Yes,No,No
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3.0,77.0,5000.0,Free,0.0,Everyone,No,Yes,No
Sniper Zombies: Offline Games 3D,Others,4.3,82338.0,270.0,10000000.0,Free,0.0,Mature 17+,Yes,Yes,Yes
Event Manager - AllEvents.in,Others,4.7,120.0,51.0,10000.0,Free,0.0,Everyone,No,No,No
Podcast Player,Others,4.7,226787.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Miami crime simulator,GAME,4.0,254518.0,100.0,10000000.0,Free,0.0,Mature 17+,Yes,Yes,No
TAMAGO,FAMILY,3.0,42515.0,16.0,5000000.0,Free,0.0,Everyone,No,No,No
POLARIS 2MFG,FAMILY,4.8,1228.0,29.0,10000.0,Free,0.0,Everyone,Yes,No,No
DrivingTest,FAMILY,2.9,975.0,45.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
7 minute abs workout - Daily Ab Workout,HEALTH_AND_FITNESS,4.8,527.0,23.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
停車大聲公,Others,4.5,32132.0,270.0,1000000.0,Free,0.0,Everyone,Yes,No,Yes
Solitaire TriPeaks,GAME,4.5,312204.0,52.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Lords Mobile: Tower Defense,Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,No,Yes,Yes
TED,Others,,181893.0,18.0,10000000.0,Free,0.0,Everyone 10+,Yes,No,Yes
Slack,BUSINESS,4.2,,270.0,10000000.0,Free,0.0,Everyone,No,No,Yes
Dr. Panda Ice Cream Truck Free,FAMILY,4.4,23022.0,80.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
"Time Planner - Schedule, To-Do List, Time Tracker",PRODUCTIVITY,4.2,2537.0,85.0,500000.0,Free,0.0,Everyone,No,Yes,No
AfterFocus,PHOTOGRAPHY,4.2,165224.0,15.0,10000000.0,Free,0.0,Everyone,Yes,No,No
SkyView® Lite,Others,4.4,43828.0,270.0,10000000.0,Free,0.0,Everyone,Yes,No,Yes
Message AI - Write Better Messages (Free),Others,3.7,3.0,79.0,100.0,Free,0.0,Everyone,Yes,No,No
HotelTonight: Book amazing deals at great hotels,Others,4.4,50376.0,270.0,5000000.0,Free,0.0,Everyone,No,No,Yes
Udemy - Online Courses,Others,4.5,99020.0,18.0,1000000.0,Free,0.0,Everyone,No,Yes,Yes
Homework Planner,Others,4.0,2525.0,12.0,100000.0,Free,0.0,Everyone,No,No,No
Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20.0,97.0,10000.0,Free,0.0,Everyone,No,No,No
DB for Hustle Castle,FAMILY,4.8,21.0,49.0,1000.0,Free,0.0,Everyone,Yes,No,No
Tassa.fi Finland,LIFESTYLE,3.6,346.0,75.0,50000.0,Free,0.0,Everyone,Yes,No,No
Wifi Analyzer,TOOLS,4.4,312204.0,18.0,10000000.0,Free,0.0,Everyone,Yes,No,No
C-SPAN Radio,FAMILY,3.6,608.0,54.0,100000.0,Free,0.0,Everyone,No,No,No
Panera Bread,Others,4.2,10159.0,36.0,1000000.0,Free,0.0,Everyone,No,No,No
"PowerDirector - Video Editor, Video Maker",Others,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Micro Fi,FAMILY,3.7,39.0,28.0,5000.0,Free,0.0,Everyone,No,No,No
Animal Restaurant,Others,4.7,312204.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Abs Workout - Burn Belly Fat with No Equipment,HEALTH_AND_FITNESS,4.8,69279.0,10.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
HTC Speak,LIFESTYLE,3.5,6145.0,13.0,10000000.0,Free,0.0,Everyone,No,No,No
BM Wallet,FINANCE,4.2,798.0,29.0,50000.0,Free,0.0,Everyone,No,No,No
Wave Z Live Wallpaper,PERSONALIZATION,4.2,63699.0,23.0,5000000.0,Free,0.0,Teen,Yes,No,No
Storm Shield,Others,3.5,2000.0,14.0,100000.0,Free,0.0,Everyone,No,Yes,No
Once Upon a Tower - Princess Castle Dragon Escape,Others,4.4,97080.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
BlackJack -21 Casino Card Game,GAME,4.7,2066.0,25.0,100000.0,Free,0.0,Teen,Yes,Yes,No
Cook 'n Learn Smart Kitchen,FAMILY,3.5,,62.0,50000.0,Free,0.0,Everyone,No,No,No
Disney Frozen Free Fall - Play Frozen Puzzle Games,Others,,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Simple Notepad,PRODUCTIVITY,4.3,,0.713,1000000.0,Free,0.0,Everyone,No,No,No
Do Not Disturb,PRODUCTIVITY,4.3,6120.0,19.0,100000.0,Free,0.0,Everyone,No,No,No
CW Beacon for Ham Radio,COMMUNICATION,,10.0,0.516,100.0,Paid,1.49,Everyone,No,No,No
Avenger Legends,FAMILY,4.0,3715.0,94.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Insightly CRM,BUSINESS,3.8,1383.0,51.0,100000.0,Free,0.0,Everyone,No,No,No
Mini Golf King - Multiplayer Game,GAME,4.5,312204.0,100.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Music - Mp3 Player,Others,4.4,,31.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Smoke Effect Photo Maker - Smoke Editor,Others,3.8,178.0,19.0,50000.0,Free,0.0,Everyone,Yes,No,No
Amtrak,Others,3.7,16815.0,28.0,1000000.0,Free,0.0,Everyone,No,No,No
Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128.0,20.0,10000.0,Free,0.0,Everyone,No,Yes,No
Funny Alarm Clock Ringtones,PERSONALIZATION,,15633.0,14.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Eat'n Park,LIFESTYLE,3.5,292.0,20.0,50000.0,Free,0.0,Everyone,No,No,No
Pirates Outlaws,Others,4.5,23737.0,270.0,500000.0,Paid,0.99,Everyone 10+,No,Yes,Yes
Plantix - your crop doctor,Others,4.4,59878.0,270.0,10000000.0,Free,0.0,Everyone,No,No,Yes
"Ike - To-Do List, Task List",PRODUCTIVITY,4.6,6320.0,63.0,100000.0,Free,0.0,Everyone,No,Yes,No
Tasty,Others,4.7,146208.0,270.0,10000000.0,Free,0.0,Everyone,No,No,Yes
BP Tracker,HEALTH_AND_FITNESS,4.3,12.0,0.613,1000.0,Free,0.0,Everyone,No,No,No
OpenGL-ES Info,TOOLS,,249.0,0.626,10000.0,Free,0.0,Everyone,No,No,No
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,,91.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
PRO MX MOTOCROSS 2,GAME,3.8,25275.0,21.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Reigns: Game of Thrones,Others,4.5,16625.0,270.0,100000.0,Paid,3.99,Teen,No,No,Yes
R Instructor,FAMILY,4.1,135.0,49.0,1000.0,Paid,4.84,Everyone,No,No,No
Hostelworld: Hostels & Backpacking Travel App,Others,4.5,27410.0,270.0,1000000.0,Free,0.0,Everyone,No,No,Yes
Next Gen Science Standards,Others,4.3,206.0,18.0,50000.0,Free,0.0,Everyone,No,No,No
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,166147.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
BS CS IT & SE,FAMILY,4.6,9.0,69.0,1000.0,Free,0.0,Everyone,Yes,No,No
Video Downloader for FB,TOOLS,4.3,53.0,30.0,5000.0,Free,0.0,Everyone,Yes,No,No
Multiling O Keyboard + emoji,PRODUCTIVITY,4.3,30443.0,0.54,1000000.0,Free,0.0,Everyone,No,No,No
Pocket Troops: Strategy RPG,Others,4.3,312204.0,270.0,10000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
G-Playlists,TOOLS,1.8,53.0,34.0,1000.0,Paid,1.49,Everyone,No,No,No
FishingStrike,SPORTS,4.3,120600.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
mail.co.uk Mail,COMMUNICATION,4.2,21.0,87.0,5000.0,Free,0.0,Everyone,No,No,No
NCAA March Madness Live,SPORTS,4.1,34123.0,19.0,5000000.0,Free,0.0,Everyone,Yes,No,No
守護:宿命星光,Others,4.5,25147.0,270.0,500000.0,Free,0.0,Everyone 10+,No,Yes,Yes
"eBay: Buy, sell, and save on brands you love",Others,4.7,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,No,Yes
Cut Out : Background Eraser and background changer,PHOTOGRAPHY,4.1,7118.0,92.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Bee Mobile EG,FINANCE,4.2,883.0,65.0,100000.0,Free,0.0,Everyone,No,No,No
Quran for All (Al-Huda Int.),FAMILY,4.8,6696.0,53.0,100000.0,Free,0.0,Everyone,No,No,No
Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215.0,12.0,500000.0,Free,0.0,Everyone,Yes,No,No
DT-VR,FAMILY,3.8,25.0,95.0,1000.0,Free,0.0,Everyone,No,No,No
Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,38055.0,41.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,Yes,Yes
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777.0,23.0,50000.0,Free,0.0,Everyone,No,No,No
X Home Bar - Free,TOOLS,4.6,4210.0,19.0,100000.0,Free,0.0,Everyone,No,No,No
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890.0,14.0,1000000.0,Paid,2.49,Everyone,No,No,No
CT MyChiroTown Mobile,MEDICAL,3.9,40.0,40.0,5000.0,Free,0.0,Everyone,No,No,No
Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5886.0,54.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
How it Works: FN SCAR assault rifle,FAMILY,4.6,44.0,45.0,10000.0,Free,0.0,Everyone,No,No,No
"ViewRanger: Trail Maps for Hiking, Biking, Skiing",HEALTH_AND_FITNESS,4.3,44503.0,270.0,5000000.0,Free,0.0,Everyone,No,Yes,Yes
Elemental Knights R Platinum,FAMILY,3.8,2925.0,93.0,50000.0,Paid,4.77,Teen,No,Yes,No
BN Pro Roboto-b Neon HD Text,Others,4.4,30.0,0.721,5000.0,Free,0.0,Everyone,No,No,No
"BiggerCity: Chat for gay bears, chubs & chasers",Others,4.1,923.0,44.0,100000.0,Free,0.0,Mature 17+,Yes,Yes,No
Inches to cm conversion,TOOLS,4.4,29.0,0.07,10000.0,Free,0.0,Everyone,No,No,No
Ag PhD Soils,PRODUCTIVITY,2.3,3.0,16.0,1000.0,Free,0.0,Everyone,No,No,No
Medical terms (OFFLINE),MEDICAL,4.4,104.0,38.0,1000.0,Paid,2.99,Teen,No,No,No
Sweet Fruit Candy,GAME,4.5,197540.0,29.0,10000000.0,Free,0.0,Everyone,Yes,No,No
각성: 열렙전사 with NAVER WEBTOON,Others,,2843.0,270.0,50000.0,Free,0.0,Everyone 10+,Yes,No,Yes
ABC News - US & World News,Others,4.0,18976.0,35.0,1000000.0,Free,0.0,Everyone 10+,Yes,No,No
Fever,Others,4.0,20611.0,12.0,1000000.0,Free,0.0,Teen,No,No,No
Wall Decorating Ideas,Others,3.9,6631.0,55.0,1000000.0,Free,0.0,Everyone,Yes,No,No
AKASO DV,TOOLS,2.4,99.0,71.0,10000.0,Free,0.0,Everyone,No,No,No
Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4.7,117925.0,70.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Alex Fuel Calculator for EK,TOOLS,4.9,19.0,33.0,500.0,Free,0.0,Everyone,No,No,No
Drag'n'Boom,GAME,4.8,133180.0,54.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052.0,40.0,5000000.0,Free,0.0,Teen,Yes,No,No
W Box VMS HD,Others,2.5,24.0,16.0,5000.0,Free,0.0,Everyone,No,No,No
Word Link,GAME,4.6,216675.0,30.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Money Lover: Expense Manager & Budget Tracker,FINANCE,4.5,178241.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265.0,26.0,10000.0,Paid,2.99,Everyone,No,No,No
Fertility Friend Ovulation App,HEALTH_AND_FITNESS,4.5,12955.0,72.0,1000000.0,Free,0.0,Teen,No,Yes,No
Dude Perfect,SPORTS,4.5,97.0,19.0,10000.0,Free,0.0,Everyone,No,Yes,No
"HelloTalk - Chat, Speak & Learn Languages for Free",Others,4.4,174366.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
[Substratum] M5 Theme,PERSONALIZATION,4.4,16.0,67.0,5000.0,Free,0.0,Everyone,No,No,No
Zombie Gunship Survival - Action Shooter,Others,4.4,300452.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
MOOMIN Welcome to Moominvalley,Others,4.2,23327.0,270.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,4.9,55723.0,14.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
nds4droid,GAME,3.4,107778.0,88.0,10000000.0,Free,0.0,Everyone,No,No,No
DRAGON BALL LEGENDS,GAME,4.6,312204.0,48.0,5000000.0,Free,0.0,Teen,No,Yes,No
Direct Express®,FINANCE,4.5,6156.0,66.0,500000.0,Free,0.0,Everyone,No,No,No
do,FAMILY,3.1,1073.0,59.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Florida 511,TOOLS,,148.0,92.0,50000.0,Free,0.0,Everyone,No,No,No
Texas Holdem Poker Pro,GAME,4.5,114479.0,26.0,5000000.0,Free,0.0,Teen,No,Yes,No
RoboPad,FAMILY,4.6,41.0,92.0,1000.0,Free,0.0,Everyone,No,No,No
IHSS Help,MEDICAL,4.7,10.0,43.0,1000.0,Free,0.0,Everyone,No,No,No
Five Nights at Freddy's: SL,GAME,4.5,16162.0,99.0,100000.0,Paid,2.99,Teen,No,No,No
HTC Sense Input-AR,TOOLS,3.8,1420.0,27.0,100000.0,Free,0.0,Everyone,No,No,No
"MEGOGO - TV, movies, cartoons and audiobooks",Others,4.4,301072.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755.0,14.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Middlesbrough FC Official,SPORTS,4.5,152.0,36.0,10000.0,Free,0.0,Everyone,No,No,No
360-M Flight,TOOLS,3.9,84.0,24.0,10000.0,Free,0.0,Everyone,No,No,No
Best DP and Status,Others,4.2,93.0,56.0,10000.0,Free,0.0,Teen,Yes,No,No
AAFP,MEDICAL,3.8,63.0,24.0,10000.0,Free,0.0,Everyone,No,Yes,No
Card Creator for CR,TOOLS,4.4,117850.0,17.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Stylish Fonts,PERSONALIZATION,,153176.0,43.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Wowkwis aq Ka'qaquj,FAMILY,5.0,1.0,49.0,10.0,Free,0.0,Everyone,No,No,No
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238.0,17.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Korean English Translator,FAMILY,4.4,634.0,18.0,100000.0,Free,0.0,Everyone,Yes,No,No
"Honeydue: Budget, Bills & Money for Couples",FINANCE,,1651.0,270.0,100000.0,Free,0.0,Everyone,Yes,Yes,Yes
F1 Mobile Racing,Others,4.1,262346.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Adblock Fast,PRODUCTIVITY,4.1,9914.0,32.0,1000000.0,Free,0.0,Everyone,No,No,No
Toronto FC,SPORTS,3.4,144.0,79.0,10000.0,Free,0.0,Teen,Yes,No,No
Jurassic Life: T Rex Simulator,FAMILY,4.2,1088.0,35.0,10000.0,Paid,0.99,Everyone 10+,No,No,No
Shred! Downhill Mountainbiking,GAME,3.9,41683.0,63.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Czech Public Transport IDOS,Others,4.3,26014.0,77.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,128.0,11.0,10000.0,Free,0.0,Everyone,Yes,No,No
"EG SIM CARD (EGSIMCARD, 이지심카드)",BUSINESS,2.9,322.0,15.0,50000.0,Free,0.0,Everyone,No,No,No
Golf King - World Tour,SPORTS,4.5,312204.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Catch It English,Others,4.4,61597.0,270.0,1000000.0,Free,0.0,Everyone,No,Yes,Yes
English Grammar Test,Others,4.8,4075.0,51.0,500000.0,Free,0.0,Everyone,Yes,No,No
Exército Brasileiro,PRODUCTIVITY,4.7,1730.0,16.0,100000.0,Free,0.0,Everyone,No,No,No
Cymath - Math Problem Solver,FAMILY,4.5,10159.0,64.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
CF Townsville,HEALTH_AND_FITNESS,5.0,4.0,14.0,100.0,Free,0.0,Everyone,No,No,No
N Files - File Manager & Explorer,PRODUCTIVITY,4.3,369.0,11.0,10000.0,Free,0.0,Everyone,No,No,No
Heroes War: Counterattack,Others,4.0,13598.0,270.0,500000.0,Free,0.0,Teen,Yes,Yes,Yes
Asana Rebel: Get in Shape,HEALTH_AND_FITNESS,4.4,34447.0,270.0,5000000.0,Free,0.0,Everyone,No,Yes,Yes
EP Spotter,FAMILY,3.4,9.0,28.0,500.0,Free,0.0,Everyone,No,No,No
Five Nights at Flappy's,GAME,4.7,4041.0,24.0,10000.0,Free,0.0,Everyone,Yes,Yes,No
REV Robotic Enhance Vehicles,FAMILY,4.4,2558.0,61.0,100000.0,Free,0.0,Everyone,No,No,No
Tap Town,Others,4.2,9223.0,270.0,100000.0,Free,0.0,Everyone,Yes,Yes,Yes
Quiz: Logo game,GAME,4.5,306764.0,29.0,10000000.0,Free,0.0,Everyone,Yes,No,No
honestbee: Grocery delivery & Food delivery,Others,2.8,20231.0,270.0,1000000.0,Free,0.0,Everyone,No,No,Yes
Messenger for SMS,COMMUNICATION,4.3,125257.0,17.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
BSC IT,FAMILY,4.4,847.0,21.0,10000.0,Free,0.0,Everyone,Yes,No,No
Jagobd - Bangla TV(Official),FAMILY,4.3,39109.0,40.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Winter Wonderland,GAME,4.0,1287.0,38.0,50000.0,Free,0.0,Everyone,Yes,Yes,No
BT Notifier,TOOLS,2.5,2794.0,38.0,1000000.0,Free,0.0,Everyone,Yes,No,No
F&M Bank - EZ Banking,FINANCE,,49.0,39.0,10000.0,Free,0.0,Everyone,No,No,No
Vuze Torrent Downloader,Others,4.1,24565.0,55.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Cytus,GAME,4.7,312204.0,20.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Weather Radar Widget,Others,4.3,18194.0,32.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Doctor Games For Girls - Hospital ER,FAMILY,4.5,51.0,39.0,5000.0,Free,0.0,Everyone,Yes,Yes,No
PixBox Coloring - Color by number Sandbox,FAMILY,4.5,12293.0,40.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
AK Lodi Films,Others,4.9,,21.0,100.0,Free,0.0,Everyone,No,No,No
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8.0,32.0,100.0,Free,0.0,Everyone,No,No,No
Sudoku.com - Free Sudoku,Others,4.6,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,Yes,Yes
Mow Zombies,Others,4.1,107263.0,270.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
CE Map - Interactive Conan Exiles Map,Others,4.5,62.0,16.0,1000.0,Paid,0.99,Everyone,No,No,No
Nova Empire: Space Commander Battles in Galaxy War,Others,4.1,83060.0,270.0,1000000.0,Free,0.0,Teen,No,Yes,Yes
DG Cars,Others,2.6,122.0,11.0,10000.0,Free,0.0,Everyone,No,No,No
"Ibotta: Cash Back Savings, Rewards & Coupons App",Others,4.5,312204.0,52.0,10000000.0,Free,0.0,Everyone,Yes,No,Yes
Map My Fitness Workout Trainer,HEALTH_AND_FITNESS,4.4,38343.0,55.0,1000000.0,Free,0.0,Everyone,No,Yes,No
Q Quiz SK,FAMILY,3.9,159.0,39.0,5000.0,Free,0.0,Everyone,No,No,No
Graphing Calculator,TOOLS,3.9,12388.0,53.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
AnatomyMapp,MEDICAL,4.1,80.0,48.0,5000.0,Paid,14.99,Everyone,No,No,No
Figment AR,FAMILY,3.7,22.0,90.0,5000.0,Free,0.0,Everyone,No,No,No
DN,Others,3.3,78.0,17.0,10000.0,Free,0.0,Everyone,Yes,No,No
FP Click sound changer,PERSONALIZATION,3.5,178.0,14.0,10000.0,Free,0.0,Everyone,No,No,No
AFK 아레나,Others,,312204.0,270.0,1000000.0,Free,0.0,Teen,No,Yes,Yes
"Rosetta Stone: Learn, Practice & Speak Languages",Others,4.6,134523.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Umiro,Others,4.3,148.0,270.0,5000.0,Paid,2.99,Everyone,No,No,Yes
"The Ledger - Lakeland, Florida",Others,4.6,89.0,57.0,5000.0,Free,0.0,Everyone,Yes,Yes,No
Numerica CU,FINANCE,3.8,472.0,86.0,50000.0,Free,0.0,Everyone,No,No,No
FOX,Others,3.7,197774.0,44.0,10000000.0,Free,0.0,Mature 17+,Yes,No,No
DW Witness,BUSINESS,4.0,6.0,35.0,500.0,Free,0.0,Everyone,No,No,No
Race the Traffic Moto,GAME,3.8,270687.0,38.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
뱅크샐러드,FINANCE,3.6,21898.0,270.0,1000000.0,Free,0.0,Everyone,No,No,Yes
ao,FAMILY,3.5,14145.0,59.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Financial Calculator India,FINANCE,4.6,13819.0,39.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Gun Club Armory,GAME,4.2,55014.0,28.0,1000000.0,Free,0.0,Teen,Yes,Yes,No
Live 4D Results ! (MY & SG),LIFESTYLE,4.6,116079.0,32.0,5000000.0,Free,0.0,Everyone,Yes,No,No
El Laberinto del Demonio 3D,FAMILY,,20421.0,31.0,1000000.0,Free,0.0,Teen,No,No,No
ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,4.7,167406.0,18.0,1000000.0,Free,0.0,Everyone,No,Yes,No
Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144040.0,55.0,5000000.0,Free,0.0,Everyone,No,Yes,No
DK 15 Minute Language Course,FAMILY,2.8,21.0,57.0,1000.0,Free,0.0,Everyone,No,No,No
Speeding Joyride & Car Meet App,Others,5.0,3.0,25.0,100.0,Free,0.0,Mature 17+,No,No,No
X Construction,FAMILY,4.5,18612.0,85.0,100000.0,Paid,1.49,Everyone,No,No,No
Cochrane Library,MEDICAL,3.7,,100.0,100.0,Free,0.0,Everyone,No,No,No
